Name,R-Sho,L-Sho,L-Elb,R-Elb,L-Wr,R-Wr,L-Hip,R-Hip,L-Knee,R-Knee,L-Ank,R-Ank,Color,Class
V_766-frame69.jpg,17,16,43.84,79.03,50.6,126.27,50.6,48.01,236,65,315.36,335.77,lime,NV
V_766-frame69.jpg,49.01,62.82,124.04,154.85,155.72,68.88,223.78,237.45,361.88,410.47,484.78,554.28,red,V
V_766-frame69.jpg,15.03,21.26,131.03,79.03,147.03,126.27,237.17,231.04,392.87,407.41,541.94,552.69,black,V
V_766-frame69.jpg,61,62.01,122.02,121.51,177.61,182.58,163.88,159.84,286.06,283.81,412.68,411.85,white,NV
V_766-frame94.jpg,34.44,34.01,90.74,79.03,70.26,126.27,104.22,135.42,236,244.01,315.36,335.77,blue,NV
V_766-frame94.jpg,17.03,15,43.86,45.97,136.36,126.27,83.57,79.01,129.52,127.77,315.36,335.77,lime,NV
V_766-frame94.jpg,46.84,31.02,118.85,79.03,136.36,126.27,210.54,206.49,348.17,244.01,533.61,335.77,red,V
V_766-frame94.jpg,77.67,69.35,125,165.76,204.48,125.78,213.21,206.34,330.58,353.71,421.34,485.72,black,V
V_766-frame94.jpg,47.01,49.34,99.49,113.16,168.91,176.12,155.86,158.01,274.17,267.48,376.14,379.92,white,NV
V_766-frame94.jpg,47.13,41.23,70.94,79.03,0,126.27,101.24,94,236,244.01,315.36,335.77,cyan,NV
V_766-frame100.jpg,47.43,17,130,79.03,120.15,126.27,210.86,214.17,341.48,342.44,518.3,518.3,blue,V
V_766-frame100.jpg,64.76,78.45,91.07,157,136.36,100.12,209.34,206.49,322.23,353.93,452.13,510.76,lime,V
V_766-frame100.jpg,48.01,61.01,108.19,114.55,167.52,178.31,148.31,156.92,266.74,270.12,378.22,383.23,red,NV
V_766-frame108.jpg,64.03,49.65,133.2,134.03,84.86,126.27,224.96,238.4,356.61,342.44,525.68,335.77,blue,V
V_766-frame108.jpg,46,34.54,67.9,106.02,106.44,101.04,204.71,214.17,310.48,359.92,435.49,483.32,lime,V
V_766-frame108.jpg,47.01,63.56,99.64,120.62,160.18,173.97,159.05,159.25,257.57,277.48,371.82,391.95,red,NV
V_766-frame115.jpg,65.51,76.01,170.58,169.2,136.36,126.05,205.06,212.85,315.09,366.35,473.85,491.52,blue,V
V_766-frame115.jpg,20.62,30,153.52,79.03,133.54,126.27,221.58,242.33,373.8,377.34,552,512.93,lime,V
V_766-frame115.jpg,47.01,61.01,101.04,120.74,169.54,169.17,157.81,167.5,267.8,276.92,377.93,391.48,red,V
V_766-frame118.jpg,29.02,16,23.35,42.45,136.36,62.82,50.6,62.59,236,244.01,315.36,335.77,blue,NV
V_766-frame118.jpg,34.93,46.04,91.07,132.97,136.36,126.27,208.15,241.5,283.27,376.2,440.67,524.01,lime,V
V_766-frame118.jpg,34.44,31.02,140.87,79.03,125.9,126.27,236.91,247.29,367.29,364.05,544.81,517.09,red,V
V_766-frame118.jpg,62.01,49.04,104.66,122.15,168.8,193.78,157.01,167.87,266.48,291.62,361.33,416.52,black,NV
NV_42-frame2.jpg,16.0,17.0,40.0,41.23,46.01,47.01,64.76,64.76,112.38,112.29,158.82,159.67,blue,NV
NV_42-frame20.jpg,17.0,16.0,39.2,40.22,40.61,47.52,63.79,64.03,119.44,112.59,165.74,157.69,blue,NV
NV_42-frame26.jpg,16.03,16.0,48.51,46.69,57.69,61.91,62.8,63.79,112.64,103.59,135.82,150.03,blue,NV
NV_42-frame29.jpg,22.0,17.03,45.28,45.28,67.18,76.37,62.65,63.79,105.65,97.42,129.03,135.37,blue,NV
NV_42-frame33.jpg,17.0,22.0,44.42,45.79,75.66,73.0,63.79,61.66,107.56,89.02,130.65,134.16,blue,NV
NV_42-frame43.jpg,22.0,17.0,40.22,46.14,71.59,76.37,62.82,62.82,105.26,97.02,135.82,143.18,blue,NV
NV_42-frame51.jpg,23.0,17.46,43.86,45.79,77.2,77.08,57.01,55.73,103.81,103.59,137.54,142.86,blue,NV
NV_42-frame58.jpg,17.0,22.02,45.49,46.32,72.47,68.59,62.82,61.66,111.13,102.42,145.07,147.98,blue,NV
NV_42-frame62.jpg,22.02,22.02,42.49,46.32,72.35,73.59,63.79,62.82,111.4,103.59,145.33,147.87,blue,NV
NV_42-frame68.jpg,16.0,17.03,42.54,42.05,67.9,67.18,69.63,69.63,119.1,110.03,151.12,155.21,blue,NV
NV_42-frame71.jpg,22.0,16.0,44.94,45.28,72.35,72.18,62.65,64.76,119.44,111.16,157.81,156.2,blue,NV
NV_42-frame80.jpg,17.03,23.0,41.63,45.28,66.47,67.88,71.59,70.58,117.96,117.35,163.15,164.2,blue,NV
NV_42-frame91.jpg,17.0,23.0,42.54,45.79,67.18,67.18,64.54,65.0,116.97,119.24,164.68,165.75,blue,NV
NV_42-frame10.jpg,16.0,16.03,36.72,36.67,45.01,47.27,57.97,57.97,106.61,100.58,145.0,144.84,blue,NV
NV_42-frame10.jpg,15.03,10.63,23.41,79.03,136.36,126.27,30.0,28.6,236.0,244.01,315.36,335.77,lime,NV
NV_42-frame14.jpg,16.03,16.03,38.6,35.78,40.61,47.0,63.79,63.79,105.65,105.65,143.03,142.86,blue,NV
NV_42-frame14.jpg,15.13,10.0,22.47,79.03,136.36,126.27,29.0,31.11,236.0,244.01,315.36,335.77,lime,NV
NV_42-frame22.jpg,17.0,16.0,40.0,42.54,46.04,47.0,63.56,64.03,111.16,112.38,157.84,159.67,blue,NV
NV_42-frame23.jpg,22.0,17.0,43.46,41.23,47.0,46.01,64.76,64.76,112.38,113.36,157.99,159.52,blue,NV
NV_42-frame28.jpg,22.0,17.0,46.14,51.43,67.18,76.37,62.65,57.97,98.49,98.37,128.06,135.37,blue,NV
NV_42-frame39.jpg,17.0,22.0,44.42,45.79,75.66,72.25,58.24,56.72,101.95,88.65,124.92,130.23,blue,NV
NV_42-frame44.jpg,22.0,17.03,39.41,45.79,71.59,75.66,58.24,57.72,106.61,97.02,136.8,143.18,blue,NV
NV_42-frame47.jpg,23.0,16.0,43.57,46.65,70.94,76.37,63.79,62.65,104.79,104.79,143.39,145.34,blue,NV
NV_42-frame48.jpg,23.0,16.0,44.42,45.28,70.94,76.37,63.79,62.51,106.32,98.72,143.39,144.37,blue,NV
NV_42-frame56.jpg,22.02,17.09,43.19,48.6,73.5,76.37,58.24,57.72,99.2,98.72,138.74,143.85,blue,NV
NV_42-frame66.jpg,17.0,22.0,45.28,45.28,71.59,72.25,64.76,62.65,107.56,104.24,148.01,149.27,blue,NV
NV_42-frame77.jpg,17.72,22.0,42.05,38.01,70.77,67.88,70.41,69.72,116.84,116.35,162.11,163.01,blue,NV
NV_42-frame80.jpg,17.03,23.0,41.63,45.28,66.47,67.88,71.59,70.58,117.96,117.35,163.15,164.2,blue,NV
NV_42-frame86.jpg,23.0,16.0,35.78,45.79,70.84,76.37,63.64,64.76,116.35,112.38,164.2,159.05,blue,NV
NV_42-frame88.jpg,22.0,17.0,36.67,45.79,66.47,75.66,63.64,64.76,116.43,121.51,164.25,166.54,blue,NV
NV_42-frame90.jpg,16.0,23.0,42.54,45.79,67.18,71.59,64.54,65.0,116.97,119.24,163.69,165.75,blue,NV
NV_42-frame94.jpg,17.0,17.0,41.23,45.79,65.76,67.88,63.51,65.0,116.97,119.44,163.78,165.75,blue,NV
