Name,R-Sho,L-Sho,L-Elb,R-Elb,L-Wr,R-Wr,L-Hip,R-Hip,L-Knee,R-Knee,L-Ank,R-Ank,Color,Class
V_6-frame30.jpg,92.01,74.63,221.43,238.67,364.87,427.93,423.79,400.66,764.04,657.44,713.24,769.89,lime,V
V_6-frame30.jpg,97.27,73.39,266.45,261.26,364.34,427.93,363.11,354.99,556.72,528.66,691.79,619.03,red,NV
V_6-frame38.jpg,73.68,74.63,221.43,170.06,364.87,427.93,341.2,281,470.92,460.66,713.24,769.89,blue,NV
V_6-frame38.jpg,94,93.01,366.27,261.26,202.04,427.93,282.86,313.05,469,499.08,633,691.96,lime,V
V_6-frame38.jpg,47,50.57,221.43,273.06,364.87,348.31,420.02,375.01,748.16,611.81,713.24,769.89,red,V
V_6-frame39.jpg,73.39,48.01,221.43,261.26,364.87,427.93,352.75,306.72,438.04,424.07,551.4,769.89,blue,NV
V_6-frame39.jpg,94,71,244.25,118.26,357.94,168.91,280,294.42,469,472.25,634,658.61,lime,V
V_6-frame39.jpg,70,72.42,221.43,261.26,364.87,427.93,399.7,374.01,748.5,610.89,713.24,769.89,red,V
V_6-frame44.jpg,93.01,71,243.58,143.85,388.33,221.43,259,294.42,447,468,634,634.45,blue,V
V_6-frame44.jpg,47.01,47,221.43,157.87,364.87,139,358.34,352,705.48,568.33,713.24,769.89,lime,V
V_6-frame47.jpg,74.95,97.02,189.4,261.26,224.52,427.93,213.24,169.46,356.1,581.36,713.24,769.89,blue,NV
V_6-frame47.jpg,26.02,51.89,165.89,261.26,120.42,427.93,357.24,328.81,683.56,542.13,713.24,769.89,lime,V
V_6-frame47.jpg,95.57,72.01,201.55,142.71,367.61,403.5,258,302.15,445.65,445.65,632.49,660.83,red,V
V_6-frame48.jpg,31.83,1,190.28,261.26,364.87,427.93,319.82,283.38,454.93,464.45,582.95,769.89,blue,NV
V_6-frame48.jpg,23,31.83,147.36,261.26,364.87,427.93,306.56,259.02,630.99,501.7,713.24,769.89,lime,V
V_6-frame48.jpg,96.54,71.01,209.3,164.48,358.62,326.67,258,284.2,446.59,447.48,610.47,660.83,red,V
V_6-frame50.jpg,31.83,1,190.28,261.26,323.63,427.93,319.82,283.38,454.93,464.45,582.95,769.89,blue,NV
V_6-frame50.jpg,23,23.02,147.36,261.26,136.34,427.93,306.56,259.02,630.99,501.7,713.24,769.89,lime,V
V_6-frame50.jpg,96.54,71.01,209.3,164.48,358.62,326.67,258,302.15,446.59,447.48,610.47,660.83,red,V
V_6-frame73.jpg,125.16,137.2,231.4,356.93,252.73,189.4,332.52,495.29,493.06,689.18,713.24,756.52,blue,V
V_6-frame73.jpg,102.86,75.61,156.98,235.13,267.69,407.98,274,303.95,487.53,504.75,616.21,694.46,lime,V
V_6-frame77.jpg,105.99,97.27,221.43,261.26,364.87,427.93,348.98,335.53,618.39,523.69,733.27,649.42,blue,NV
V_6-frame77.jpg,83.76,85.15,157.42,257.94,280.53,408.95,283.29,304,496.23,510.57,616.21,723.82,lime,NV
V_6-frame78.jpg,105.55,97.53,221.43,261.26,364.87,427.93,349.72,335.95,618.81,523.87,733.91,649.86,blue,NV
V_6-frame78.jpg,83.76,85.15,157.42,257.94,280.53,408.95,283.29,304,496.23,510.57,616.21,723.82,lime,NV
V_6-frame79.jpg,115.6,85.15,221.43,199.83,364.87,427.93,363.46,344.94,619.3,545.34,701.72,649.42,blue,NV
V_6-frame79.jpg,83.76,85.7,156.97,258.03,281.19,409.92,313.94,305.94,504.35,512.49,616.21,724.05,lime,NV
V_6-frame88.jpg,114.81,117.2,221.43,199.09,364.87,72.73,366.27,430.29,558.4,636.4,713.24,827.54,blue,NV
V_6-frame88.jpg,82.93,67.9,150.57,257.94,250.14,427.93,315.29,335.6,502.77,533.95,603.2,729.89,lime,NV
V_6-frame93.jpg,98.29,86.27,221.43,199.67,364.87,24.02,399.49,408.68,681.11,614.77,819,769.89,blue,NV
V_6-frame93.jpg,82.1,53.67,133.65,236.12,248.73,427.93,324.85,334.62,502.36,507.16,615.42,729.89,lime,NV
V_6-frame106.jpg,85.45,116.4,221.43,178.71,364.87,233.6,365.67,358.29,640.28,584.48,779.17,769.89,blue,NV
V_6-frame106.jpg,54.12,82.93,221.43,237.12,364.87,423.79,305.18,307.86,514.75,491.37,655.57,706.47,lime,NV
V_6-frame108.jpg,104.66,85.98,236,261.26,261.17,427.93,366.27,568.01,558.4,766.74,713.24,769.89,blue,V
V_6-frame108.jpg,103.31,98.99,221.43,200.02,364.87,248.73,414.66,397.3,661.4,581.36,769.19,769.89,lime,NV
V_6-frame108.jpg,66.48,72.45,180.92,235.03,313,421.91,305.18,328.74,513.38,506.93,674.87,727.7,red,NV
V_6-frame114.jpg,98.29,105.12,221.43,200.3,364.87,253.5,381.48,367.16,623.85,551.98,736.25,769.89,blue,NV
V_6-frame114.jpg,83.76,74.33,182.45,236.12,315.08,423.18,325.36,329.87,545.24,534.66,720.41,749.95,lime,NV
V_6-frame117.jpg,85.7,98.29,221.43,200.96,364.87,47.01,366.27,378.06,558.4,585.16,713.24,769.89,blue,NV
V_6-frame117.jpg,83.76,74.95,197.99,256,333.16,423.18,345.89,351.82,566.99,551.77,742.19,773.2,lime,NV
V_6-frame117.jpg,97.27,104.66,238.02,261.26,275.53,427.93,541.45,536.13,802.55,581.36,933.04,769.89,red,V
V_6-frame121.jpg,85.7,99.01,221.43,179.63,364.87,46,396.69,376.69,639.37,563.11,759.66,769.89,blue,NV
V_6-frame121.jpg,116.21,99.04,236.22,351.82,295.68,427.93,569.86,563.85,558.4,581.36,713.24,769.89,lime,V
V_6-frame121.jpg,84.6,96.05,202.04,258,348.31,430.63,358.62,355.98,567.9,558.82,771.09,780.5,red,NV
V_6-frame128.jpg,99.01,99.7,252.55,177.79,364.87,23,383.02,337.54,597.1,517.35,716.68,769.89,blue,NV
V_6-frame128.jpg,126.09,125.16,223.26,375.77,307.94,427.93,238.48,232.64,399.89,581.36,398,769.89,lime,V
V_6-frame128.jpg,97.02,103.75,220.59,258.12,364.16,415.52,347.65,353.81,579.19,586.12,741.87,773.93,red,NV
V_6-frame132.jpg,102.88,116.82,253.8,167.82,364.87,31.14,336.88,307.63,578.25,491.27,669.9,769.89,blue,NV
V_6-frame132.jpg,126.09,125.72,222.63,377.07,329,427.93,236.22,249.48,419.93,581.36,424.5,769.89,lime,V
V_6-frame132.jpg,97.02,123.86,220.59,237.43,364.16,409.92,358.09,377.69,587.21,587.08,742.51,773.93,red,NV
V_6-frame139.jpg,84.88,98.29,293.54,151.49,364.87,427.93,357.44,318.64,556.43,474.85,678.31,769.89,blue,NV
V_6-frame139.jpg,142.04,120.42,232.31,261.26,375.7,427.93,235,254.06,461.98,581.36,469.67,769.89,lime,V
V_6-frame139.jpg,105.55,118.66,220.91,266.36,380.74,446.38,377.07,376.94,578.83,602.49,739.66,791.96,red,NV
V_1-frame1.jpg,96.77,72.01,222.28,136.34,171.56,183.22,329,306.23,495.53,508.87,713.24,769.89,blue,NV
V_1-frame1.jpg,71.01,74.63,223.89,219.74,335.95,336.92,352,347.91,548.94,496.52,713.24,769.89,lime,NV
V_1-frame4.jpg,96.77,72.01,222.28,136.34,171.56,183.22,329,306.23,495.53,508.87,713.24,769.89,blue,NV
V_1-frame4.jpg,71.01,74.63,223.89,220.59,335.95,336.92,352,347.91,548.94,496.52,713.24,769.89,lime,NV
V_1-frame6.jpg,96.77,95.8,222.28,136.34,171.29,183.86,329,326.67,495.49,508.87,713.24,769.89,blue,NV
V_1-frame6.jpg,75.58,92.01,229.27,261.26,313.38,427.93,329,327.03,558.4,581.36,713.24,769.89,lime,NV
V_1-frame9.jpg,95.8,95.8,222.28,136.34,171.29,183.86,329,307.16,495.49,514.15,713.24,769.89,blue,NV
V_1-frame9.jpg,74.33,94.83,222.95,261.26,320.41,427.93,329,326.67,558.4,581.36,713.24,769.89,lime,NV
V_1-frame21.jpg,74.33,84.88,283,261.26,326.72,427.93,352.69,305.31,558.4,581.36,713.24,769.89,blue,V
V_1-frame21.jpg,93.02,95.57,240.39,148.84,191.6,197.28,350,326.67,516.51,529.32,713.24,769.89,lime,NV
V_1-frame22.jpg,74.33,84.88,283,261.26,326.72,427.93,352.69,305.31,558.4,581.36,713.24,769.89,blue,V
V_1-frame22.jpg,93.02,95.57,240.39,148.84,191.6,197.28,350,326.67,516.51,529.32,713.24,769.89,lime,NV
V_1-frame24.jpg,66.48,83.49,214.13,261.26,307.09,427.93,329,297.57,503.66,581.36,713.24,769.89,blue,V
V_1-frame24.jpg,93.02,95.8,240.39,149.46,192.82,198.7,328.81,326.67,517.51,530.3,713.24,769.89,lime,NV
V_1-frame27.jpg,53.71,84.31,221.43,261.26,364.87,427.93,351,340.24,525.48,530.3,713.24,769.89,blue,V
V_1-frame27.jpg,94.01,96.77,251.84,134.36,188.66,183.74,328.81,319.45,517.51,525.84,713.24,769.89,lime,NV
V_1-frame33.jpg,66.47,84.88,221.43,261.26,364.87,427.93,330.8,326.67,504.03,581.36,713.24,769.89,blue,V
V_1-frame33.jpg,95.57,74.63,221.76,151.49,171.56,199.41,329,327.6,518,536.33,713.24,769.89,lime,NV
V_1-frame35.jpg,66.47,84.88,221.43,261.26,364.87,427.93,330.8,326.67,504.03,581.36,713.24,769.89,blue,V
V_1-frame35.jpg,95.57,74.63,221.76,151.49,171.56,199.41,329,327.6,518,536.33,713.24,769.89,lime,NV
V_1-frame36.jpg,66.47,98.99,221.43,261.26,364.87,427.93,350.75,325.74,525.66,535.88,713.24,769.89,blue,V
V_1-frame36.jpg,94.59,71.03,222.81,149.31,171.29,198.7,330,327.25,519,537.29,713.24,769.89,lime,NV
V_1-frame41.jpg,67.18,84.31,180.43,150.24,274.91,221.43,306.01,305.69,504.22,515.24,713.24,769.89,blue,V
V_1-frame41.jpg,74.04,71.01,234.61,149.31,364.87,183.74,330,327.6,519,537.81,713.24,769.89,lime,NV
V_1-frame49.jpg,85.7,115.8,260.91,178.71,335.11,190.28,305,275.28,558.4,581.36,713.24,769.89,blue,V
V_1-frame49.jpg,71.01,93.01,247.98,183.86,148.31,189.03,329.87,315.29,520.13,514.69,713.24,769.89,lime,NV
V_1-frame50.jpg,85.7,115.8,260.91,178.71,335.11,190.28,305,275.28,558.4,581.36,713.24,769.89,blue,V
V_1-frame50.jpg,71.01,93.01,247.98,183.86,148.31,189.03,329.87,315.29,520.13,514.69,713.24,769.89,lime,NV
V_1-frame56.jpg,73.38,83.22,83.49,199.67,364.87,235.23,312.93,317.83,507.67,519.51,713.24,769.89,blue,NV
V_1-frame60.jpg,74.63,96.3,252.94,212.48,282,239.46,318.5,315.83,498.41,517.29,713.24,769.89,blue,NV
V_1-frame60.jpg,51.88,66.48,188.53,261.26,364.87,427.93,258.21,221.05,558.4,581.36,713.24,769.89,lime,V
V_1-frame67.jpg,74.95,95.08,232.8,189,281.01,232.31,304.38,299.11,476.83,517.15,713.24,769.89,blue,NV
V_1-frame67.jpg,53.67,74,163,261.26,364.87,427.93,304.87,267.59,470.51,423.52,713.24,769.89,lime,V
V_1-frame71.jpg,74.95,74,221.43,189.4,364.87,239.52,284.2,282.6,473.16,514.37,713.24,769.89,blue,NV
V_1-frame71.jpg,71.78,53.23,141,261.26,365.17,427.93,283.11,266.1,447,408.89,713.24,769.89,lime,V
V_1-frame73.jpg,83.22,74.33,221.43,189.17,364.87,234.02,276.28,287.72,465.65,515.01,713.24,769.89,blue,NV
V_1-frame73.jpg,52.8,35.36,143.85,261.26,364.87,427.93,283.11,450.06,448,581.36,713.24,769.89,lime,V
V_1-frame74.jpg,82.38,74.33,221.43,189.17,364.87,233.21,276.28,287.72,465.65,515.01,713.24,769.89,blue,NV
V_1-frame74.jpg,52.8,35.36,143.85,261.26,364.87,427.93,283.11,450.06,448,581.36,713.24,769.89,lime,V
V_1-frame76.jpg,65.76,53.67,221.43,187.42,364.87,219.74,252.67,253.78,455.7,483.23,713.24,769.89,blue,NV
V_1-frame76.jpg,81.54,53.24,138.06,261.26,74.67,427.93,264.39,399.53,425,581.36,713.24,769.89,lime,V
V_1-frame83.jpg,73.38,74,235.23,261.26,346.71,427.93,253.48,189.53,426.49,581.36,713.24,769.89,blue,V
V_1-frame89.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame90.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame91.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame98.jpg,74,84.6,213.24,117,320.71,427.93,242.14,268.31,384.07,508.11,713.24,769.89,blue,V
V_1-frame99.jpg,74,84.6,213.24,117,320.71,427.93,242.14,268.31,384.07,508.11,713.24,769.89,blue,V
V_1-frame100.jpg,49.04,96.05,233,138.57,346.7,427.93,261.17,214.22,399.72,581.36,713.24,769.89,blue,V
V_37-frame4.jpg,21.26,15.03,91.07,79.03,136.36,126.27,72.9,65.97,164.84,244.01,315.36,335.77,blue,NV
V_37-frame4.jpg,31,31.02,88.39,83.93,154.03,144.37,146.41,140,236,244.01,315.36,335.77,lime,NV
V_37-frame4.jpg,16,16,91.07,30,136.36,21.93,108,98.98,187,191.37,266.42,251.91,red,NV
V_37-frame4.jpg,61.01,47,126.4,106.44,157.92,70.24,178.31,172.74,236,244.01,315.36,335.77,black,NV
V_37-frame4.jpg,32.02,46.01,91.07,91.07,136.36,143.61,162.93,156.72,269.14,266,335.77,335.77,white,NV
V_37-frame4.jpg,46.01,32,89.11,80,130,114.28,130.97,141.9,237.04,236.91,315.36,315,cyan,NV
V_37-frame4.jpg,46,32.02,78.6,79.4,133.9,147.36,130.73,128,236,220.58,315.36,335.77,yellow,NV
V_37-frame4.jpg,48.08,32.02,78.41,181.62,16.03,126.27,133.54,140,238.87,234.01,315.36,335.77,magenta,NV
V_37-frame8.jpg,31,32.02,88.39,83.93,136.36,144.37,134.13,140,236,244.01,315.36,335.77,blue,NV
V_37-frame8.jpg,15,2,49.65,46.01,136.36,16.12,108.78,98.37,187,189.39,266.01,267.42,lime,NV
V_37-frame8.jpg,16,16.03,91.07,79.03,136.36,126.27,92.28,80.41,179.01,244.01,315.36,335.77,red,NV
V_37-frame8.jpg,47,47.01,123.56,105.55,148.31,70.66,182.5,172.74,236,244.01,315.36,335.77,black,NV
V_37-frame8.jpg,47.8,33.02,91.07,86.27,136.36,31.14,176.38,170.75,282.93,280,347.2,335.77,white,NV
V_37-frame8.jpg,46.01,47.13,78.6,89.69,147.68,127.01,133.54,140,225.94,236.48,315.36,329.34,cyan,NV
V_37-frame8.jpg,33.02,48.08,78.6,91.07,134.48,148.31,130.97,128,236,221.58,315.36,335.77,yellow,NV
V_37-frame8.jpg,46,36.25,87.68,79.03,21.21,126.27,132.97,125,225.18,220,315.36,335.77,magenta,NV
V_37-frame22.jpg,46,32,90.21,87.69,146.41,126.27,126.02,133.2,233,227.61,313.36,304.59,blue,NV
V_37-frame29.jpg,30,22.02,44.6,56.04,17.03,78.01,92.01,83.57,236,244.01,315.36,335.77,blue,NV
V_37-frame41.jpg,154,31,50.29,79.03,24.76,126.27,126.85,143.18,236,244.01,315.36,335.77,blue,NV
V_37-frame41.jpg,21.93,21.26,91.07,142.97,136.36,111.77,222.41,289.82,265.48,298.56,315.36,419.15,lime,V
V_37-frame45.jpg,32,45.01,77.8,68.59,136.36,49.34,98.67,95.52,236,244.01,315.36,335.77,blue,NV
V_37-frame45.jpg,31,17.03,55.76,99.64,23.35,68.88,93.56,93.06,157.92,157,315.36,335.77,lime,NV
V_37-frame45.jpg,32.02,46,99.64,80,154.95,134.83,144.16,142.02,252.45,235.69,315.36,335.77,red,NV
V_37-frame45.jpg,35.34,48.1,91.07,98.03,136.36,125,190.31,265.71,277.88,291.62,315.36,335.77,black,V
V_37-frame47.jpg,127.01,16,91.07,148.63,136.36,170.85,79.83,64.01,236,244.01,315.36,335.77,blue,NV
V_37-frame47.jpg,45.01,32.02,66.48,83.49,136.36,35.34,94.54,97.72,236,244.01,315.36,335.77,lime,NV
V_37-frame47.jpg,18.03,29,55.8,66.48,136.36,126.27,79.43,80.6,236,126.15,315.36,335.77,red,NV
V_37-frame47.jpg,34.93,46.01,98.86,79.03,153.52,126.27,143.39,141.03,235.61,235.54,315.36,335.77,black,NV
V_37-frame50.jpg,16.03,16,56.61,55.47,47.01,126.27,96.18,96.34,158,157.81,315.36,335.77,blue,NV
V_37-frame50.jpg,31.02,31.02,56.04,65.76,84.31,78.01,94.37,94.2,157.01,159.25,315.36,335.77,lime,NV
V_37-frame50.jpg,48.08,33.02,98.86,98.86,136.36,139.53,142.02,144.37,235.61,237.04,315.36,335.77,red,NV
V_37-frame50.jpg,99.62,94.01,113.72,79.03,84.31,126.27,133.54,147.34,236,244.01,315.36,335.77,black,NV
V_37-frame50.jpg,31,31.02,91.07,67.18,136.36,113.16,109.9,100.24,236,149.58,315.36,335.77,white,NV
V_37-frame50.jpg,57.69,67.54,91.07,211.09,136.36,350.62,258.72,234.2,236,303,315.36,335.77,cyan,V
V_37-frame54.jpg,80.01,93,187.77,215.63,168.63,126.27,287.54,288.95,236,490.07,315.36,335.77,blue,NV
V_37-frame57.jpg,93.01,79,167.26,227.08,136.36,126.27,282.93,292.06,440.16,475.28,315.36,335.77,blue,NV
V_37-frame61.jpg,22.02,34.89,189.68,79.03,345.39,126.27,140.87,135.42,236,244.01,315.36,335.77,blue,V
V_37-frame61.jpg,94.05,79.01,167.92,227.7,179.01,126.4,283.81,297.58,236,244.01,315.36,335.77,lime,NV
V_37-frame83.jpg,16,16,43.84,43.84,69.32,87.68,64.03,86.98,109.04,118.7,141.9,142.79,blue,NV
V_37-frame83.jpg,21.26,30.07,79.43,94.2,125.78,187.04,127.58,140.01,236,265.42,315.36,335.77,lime,NV
V_37-frame83.jpg,18,30.02,96.14,50.92,62.82,126.27,104.69,109.02,236,187.01,315.36,335.77,red,NV
V_37-frame83.jpg,34.01,32.02,79.4,83.38,130.73,62.01,112.15,115.25,204.63,206.34,315.36,335.77,black,NV
V_37-frame83.jpg,61.01,48,92.44,126.27,136.36,177.43,171.84,178.04,234.2,317.91,316.72,335.77,white,V
V_37-frame83.jpg,47.13,148,91.07,79.03,136.36,126.27,64,78,127,126,189,335.77,cyan,NV
V_37-frame90.jpg,77,30,43.84,44.55,56.6,98.86,50.92,135.42,96.34,244.01,144.16,335.77,blue,NV
V_37-frame90.jpg,17,16,34.89,44.55,136.36,126.27,64.76,65,110.03,111.02,315.36,142.79,lime,NV
V_37-frame90.jpg,16,16.03,54.92,43.84,79.62,64.29,65.51,65,111.02,110.03,315.36,335.77,red,NV
V_37-frame90.jpg,32.7,17,56.04,75.8,98.68,126.27,111.4,108.9,172.84,171.57,249.51,253.58,black,NV
V_37-frame90.jpg,21.93,22.63,57.69,94.01,111.72,127.63,158,174.77,284.9,298.38,315.36,335.77,white,NV
V_37-frame90.jpg,30,17.03,50.33,57.98,21.21,105.12,97.49,112.79,175.93,188.6,315.36,335.77,cyan,NV
V_37-frame90.jpg,46.01,31,91.07,84.5,154.03,78,111.02,118.85,204.63,208.15,315.36,335.77,yellow,NV
V_37-frame90.jpg,15,20.52,109.04,79.03,122.67,126.27,205.2,189.59,346.39,344.33,367.89,335.77,magenta,V
V_37-frame90.jpg,47.13,23,49.04,79.03,73.57,126.27,68.01,78,128.08,126,188,188,blue,NV
V_37-frame93.jpg,16,30,43.86,35.85,65.07,50.92,69.35,63.01,113.05,109,315.36,335.77,blue,NV
V_37-frame93.jpg,16.03,29,34.48,35.36,55.76,51.26,50,48.04,96.18,95.02,141.8,126.02,lime,NV
V_37-frame93.jpg,78.01,16,34.48,43.14,49.98,56.6,49.34,49.34,95.19,95.19,140.91,154.03,red,NV
V_37-frame93.jpg,16,29.02,43.14,43.84,42.45,57.14,63.79,51.55,236,96.34,315.36,335.77,black,NV
V_37-frame93.jpg,31,32.02,65.76,79.03,98.23,126.27,113.05,110.17,192.34,188.77,315.36,335.77,white,NV
V_37-frame93.jpg,31,79.01,127.01,58.25,127.14,126.27,98.67,95.01,174.77,172,249.58,332.38,cyan,NV
V_37-frame93.jpg,34.93,32.02,99.02,94.54,155.35,79.25,113.14,115.25,204.63,206.34,315.36,335.77,yellow,NV
V_37-frame93.jpg,54.08,36.24,127,113.05,196.41,143.61,193.31,186,346.21,216.81,371.78,321.36,magenta,V
V_37-frame93.jpg,47.13,148,91.07,79.03,136.36,126.27,68.01,64,236,126,315.36,174,blue,NV
V_37-frame98.jpg,16,16,42.43,35.85,56.3,56.3,50.29,50.6,95.19,95.35,126.89,126.89,blue,NV
V_37-frame98.jpg,17,16,35.36,43.84,49.98,69.32,142.01,63.79,236,96.18,315.36,142.69,lime,NV
V_37-frame98.jpg,21.26,16.03,64.03,35.78,136.36,78.01,63,65.25,236,244.01,315.36,335.77,red,NV
V_37-frame98.jpg,18,30,56.6,79.03,14.04,126.27,100.88,96.02,178.76,172.74,315.36,335.77,black,NV
V_37-frame98.jpg,32.02,46.01,99.81,93.56,154.95,79.43,126.02,115.25,205.7,206.34,315.36,335.77,white,NV
V_37-frame98.jpg,127.28,79.43,126.89,79.03,94.2,126.27,98.98,117.78,242.39,186,345.64,345.01,cyan,NV
V_37-frame98.jpg,44.55,48.7,143.39,109,256.63,139.53,181.62,160.23,319.08,189.77,315.36,314.73,yellow,V
V_37-frame107.jpg,16,140,91.07,24.04,136.36,50.92,49.34,47.04,95.19,94.01,126.89,126,blue,NV
V_37-frame107.jpg,16,30,44.55,44.55,57.98,59.36,65.73,65.73,112.01,111.02,315.36,157.71,lime,NV
V_37-frame107.jpg,17,31.02,43.86,50.92,19.85,95.52,113.05,95.01,189.55,174.83,315.36,335.77,red,NV
V_37-frame107.jpg,31.02,31.02,78.01,69.77,47,79.43,118.7,110.03,206.34,188.6,317.5,266.48,black,NV
V_37-frame107.jpg,31,17,65.76,79.03,136.36,126.27,113.6,110,193.79,203.54,227.88,209.34,white,NV
V_37-frame107.jpg,32.02,46,91.07,94.37,134.13,94.05,125.03,114.28,203.55,191.69,282.4,335.77,cyan,NV
V_37-frame107.jpg,48.7,48.7,148.63,98.67,136.36,146.41,187.46,173.79,187.54,331.35,316.36,335.77,yellow,V
V_37-frame110.jpg,15,16,91.07,79.03,136.36,126.27,66.48,135.42,104.65,244.01,147.36,335.77,blue,NV
V_37-frame110.jpg,16,16,24.04,35.36,49.65,57.14,47.01,49.65,94.05,94.37,126.89,127.01,lime,NV
V_37-frame110.jpg,32.7,17,43.86,54.64,50,76.03,77.03,77.47,124.04,124.79,315.36,170.58,red,NV
V_37-frame110.jpg,22,17.03,43.84,38.01,48.7,126.27,64.03,135.42,236,244.01,315.36,335.77,black,NV
V_37-frame110.jpg,31,31.02,35.78,57.69,15,31.02,113.05,110.03,175.58,173.74,315.36,335.77,white,NV
V_37-frame110.jpg,30,31.02,58.52,57.14,110.32,79.62,142.01,132.25,236,175.76,315.36,255.18,cyan,NV
V_37-frame110.jpg,33,45,90.55,96.34,129.52,95.01,111.88,114.56,203.48,204.68,315.36,335.77,yellow,NV
V_37-frame110.jpg,48.7,43.93,134.83,98.67,136.36,129.03,161.14,159.25,175.31,315.73,303.51,370.36,magenta,V
V_37-frame117.jpg,17,20.62,36.24,36.72,47.01,57.69,64.76,65,111.02,111,315.36,143.78,blue,NV
V_37-frame117.jpg,16,46.01,91.07,79.03,136.36,126.27,63.79,87.68,118.31,125.4,149.26,154.03,lime,NV
V_37-frame117.jpg,16,16.03,43.14,44.55,68.45,69.32,62.59,135.42,95.04,244.01,124,335.77,red,NV
V_37-frame117.jpg,17,30,35.34,57.14,15.03,99.3,109.18,96.34,173.65,172.94,194.52,335.77,black,NV
V_37-frame117.jpg,17,31,65.8,57.14,114.28,80.6,111.16,110.17,188.6,188.77,265.42,267.8,white,NV
V_37-frame117.jpg,45,84.5,91.59,97.08,130,108,125.03,114.02,212.85,204.36,287.76,282.49,cyan,NV
V_37-frame117.jpg,36.24,53,139.54,100.58,200.12,112,154.95,146.11,170.47,205.62,301.7,317.35,yellow,V
V_37-frame117.jpg,47.13,24,49.04,79.03,52.33,126.27,67.07,63,236,95,315.36,335.77,magenta,NV
V_37-frame118.jpg,29,17,43.86,43.86,49.04,68.88,77.67,77.47,111.16,123.79,315.36,155.72,blue,NV
V_37-frame118.jpg,94,16,35.36,113.32,50.92,125.9,62.01,135.42,109,244.01,141,335.77,lime,NV
V_37-frame118.jpg,16,16.03,43.84,79.03,64.29,126.27,63.79,63.79,95.19,95.19,315.36,335.77,red,NV
V_37-frame118.jpg,17,30,35.78,56.3,15.03,99.3,96.34,96.34,172.65,160.23,194.52,190.87,black,NV
V_37-frame118.jpg,31,94.2,58.25,57.14,114.28,79.62,142.01,110.17,236,190.54,315.36,253.9,white,NV
V_37-frame118.jpg,35.78,48.38,140.43,111.31,189.18,126,154.03,145.13,169.54,205.48,300.71,316.36,cyan,V
V_37-frame118.jpg,47.13,23,48.92,79.03,68.01,126.27,67.68,77,236,244.01,315.36,335.77,yellow,NV
V_37-frame130.jpg,16,30,43.86,43.14,49.04,126.27,64.03,63.79,110.17,123,155.82,155,blue,NV
V_37-frame130.jpg,30,18,49.65,57.14,1.41,126.27,96.34,96.34,174.77,158.81,315.36,335.77,lime,NV
V_37-frame130.jpg,31,32,67.88,79.03,79.01,126.27,114.28,110.03,190.54,188,266.48,266,red,NV
V_37-frame130.jpg,34.01,30.02,91.07,79.03,136.36,126.27,128.79,125,235.19,220.19,328.47,313.64,black,NV
