Name,R-Sho,L-Sho,L-Elb,R-Elb,L-Wr,R-Wr,L-Hip,R-Hip,L-Knee,R-Knee,L-Ank,R-Ank,Color,Class
V_6-frame30.jpg,92.01,74.63,221.43,238.67,364.87,427.93,423.79,400.66,764.04,657.44,713.24,769.89,lime,V
V_6-frame30.jpg,97.27,73.39,266.45,261.26,364.34,427.93,363.11,354.99,556.72,528.66,691.79,619.03,red,NV
V_6-frame38.jpg,73.68,74.63,221.43,170.06,364.87,427.93,341.2,281,470.92,460.66,713.24,769.89,blue,NV
V_6-frame38.jpg,94,93.01,366.27,261.26,202.04,427.93,282.86,313.05,469,499.08,633,691.96,lime,V
V_6-frame38.jpg,47,50.57,221.43,273.06,364.87,348.31,420.02,375.01,748.16,611.81,713.24,769.89,red,V
V_6-frame39.jpg,73.39,48.01,221.43,261.26,364.87,427.93,352.75,306.72,438.04,424.07,551.4,769.89,blue,NV
V_6-frame39.jpg,94,71,244.25,118.26,357.94,168.91,280,294.42,469,472.25,634,658.61,lime,V
V_6-frame39.jpg,70,72.42,221.43,261.26,364.87,427.93,399.7,374.01,748.5,610.89,713.24,769.89,red,V
V_6-frame44.jpg,93.01,71,243.58,143.85,388.33,221.43,259,294.42,447,468,634,634.45,blue,V
V_6-frame44.jpg,47.01,47,221.43,157.87,364.87,139,358.34,352,705.48,568.33,713.24,769.89,lime,V
V_6-frame47.jpg,74.95,97.02,189.4,261.26,224.52,427.93,213.24,169.46,356.1,581.36,713.24,769.89,blue,NV
V_6-frame47.jpg,26.02,51.89,165.89,261.26,120.42,427.93,357.24,328.81,683.56,542.13,713.24,769.89,lime,V
V_6-frame47.jpg,95.57,72.01,201.55,142.71,367.61,403.5,258,302.15,445.65,445.65,632.49,660.83,red,V
V_6-frame48.jpg,31.83,1,190.28,261.26,364.87,427.93,319.82,283.38,454.93,464.45,582.95,769.89,blue,NV
V_6-frame48.jpg,23,31.83,147.36,261.26,364.87,427.93,306.56,259.02,630.99,501.7,713.24,769.89,lime,V
V_6-frame48.jpg,96.54,71.01,209.3,164.48,358.62,326.67,258,284.2,446.59,447.48,610.47,660.83,red,V
V_6-frame50.jpg,31.83,1,190.28,261.26,323.63,427.93,319.82,283.38,454.93,464.45,582.95,769.89,blue,NV
V_6-frame50.jpg,23,23.02,147.36,261.26,136.34,427.93,306.56,259.02,630.99,501.7,713.24,769.89,lime,V
V_6-frame50.jpg,96.54,71.01,209.3,164.48,358.62,326.67,258,302.15,446.59,447.48,610.47,660.83,red,V
V_6-frame73.jpg,125.16,137.2,231.4,356.93,252.73,189.4,332.52,495.29,493.06,689.18,713.24,756.52,blue,V
V_6-frame73.jpg,102.86,75.61,156.98,235.13,267.69,407.98,274,303.95,487.53,504.75,616.21,694.46,lime,V
V_6-frame77.jpg,105.99,97.27,221.43,261.26,364.87,427.93,348.98,335.53,618.39,523.69,733.27,649.42,blue,NV
V_6-frame77.jpg,83.76,85.15,157.42,257.94,280.53,408.95,283.29,304,496.23,510.57,616.21,723.82,lime,NV
V_6-frame78.jpg,105.55,97.53,221.43,261.26,364.87,427.93,349.72,335.95,618.81,523.87,733.91,649.86,blue,NV
V_6-frame78.jpg,83.76,85.15,157.42,257.94,280.53,408.95,283.29,304,496.23,510.57,616.21,723.82,lime,NV
V_6-frame79.jpg,115.6,85.15,221.43,199.83,364.87,427.93,363.46,344.94,619.3,545.34,701.72,649.42,blue,NV
V_6-frame79.jpg,83.76,85.7,156.97,258.03,281.19,409.92,313.94,305.94,504.35,512.49,616.21,724.05,lime,NV
V_6-frame88.jpg,114.81,117.2,221.43,199.09,364.87,72.73,366.27,430.29,558.4,636.4,713.24,827.54,blue,NV
V_6-frame88.jpg,82.93,67.9,150.57,257.94,250.14,427.93,315.29,335.6,502.77,533.95,603.2,729.89,lime,NV
V_6-frame93.jpg,98.29,86.27,221.43,199.67,364.87,24.02,399.49,408.68,681.11,614.77,819,769.89,blue,NV
V_6-frame93.jpg,82.1,53.67,133.65,236.12,248.73,427.93,324.85,334.62,502.36,507.16,615.42,729.89,lime,NV
V_6-frame106.jpg,85.45,116.4,221.43,178.71,364.87,233.6,365.67,358.29,640.28,584.48,779.17,769.89,blue,NV
V_6-frame106.jpg,54.12,82.93,221.43,237.12,364.87,423.79,305.18,307.86,514.75,491.37,655.57,706.47,lime,NV
V_6-frame108.jpg,104.66,85.98,236,261.26,261.17,427.93,366.27,568.01,558.4,766.74,713.24,769.89,blue,V
V_6-frame108.jpg,103.31,98.99,221.43,200.02,364.87,248.73,414.66,397.3,661.4,581.36,769.19,769.89,lime,NV
V_6-frame108.jpg,66.48,72.45,180.92,235.03,313,421.91,305.18,328.74,513.38,506.93,674.87,727.7,red,NV
V_6-frame114.jpg,98.29,105.12,221.43,200.3,364.87,253.5,381.48,367.16,623.85,551.98,736.25,769.89,blue,NV
V_6-frame114.jpg,83.76,74.33,182.45,236.12,315.08,423.18,325.36,329.87,545.24,534.66,720.41,749.95,lime,NV
V_6-frame117.jpg,85.7,98.29,221.43,200.96,364.87,47.01,366.27,378.06,558.4,585.16,713.24,769.89,blue,NV
V_6-frame117.jpg,83.76,74.95,197.99,256,333.16,423.18,345.89,351.82,566.99,551.77,742.19,773.2,lime,NV
V_6-frame117.jpg,97.27,104.66,238.02,261.26,275.53,427.93,541.45,536.13,802.55,581.36,933.04,769.89,red,V
V_6-frame121.jpg,85.7,99.01,221.43,179.63,364.87,46,396.69,376.69,639.37,563.11,759.66,769.89,blue,NV
V_6-frame121.jpg,116.21,99.04,236.22,351.82,295.68,427.93,569.86,563.85,558.4,581.36,713.24,769.89,lime,V
V_6-frame121.jpg,84.6,96.05,202.04,258,348.31,430.63,358.62,355.98,567.9,558.82,771.09,780.5,red,NV
V_6-frame128.jpg,99.01,99.7,252.55,177.79,364.87,23,383.02,337.54,597.1,517.35,716.68,769.89,blue,NV
V_6-frame128.jpg,126.09,125.16,223.26,375.77,307.94,427.93,238.48,232.64,399.89,581.36,398,769.89,lime,V
V_6-frame128.jpg,97.02,103.75,220.59,258.12,364.16,415.52,347.65,353.81,579.19,586.12,741.87,773.93,red,NV
V_6-frame132.jpg,102.88,116.82,253.8,167.82,364.87,31.14,336.88,307.63,578.25,491.27,669.9,769.89,blue,NV
V_6-frame132.jpg,126.09,125.72,222.63,377.07,329,427.93,236.22,249.48,419.93,581.36,424.5,769.89,lime,V
V_6-frame132.jpg,97.02,123.86,220.59,237.43,364.16,409.92,358.09,377.69,587.21,587.08,742.51,773.93,red,NV
V_6-frame139.jpg,84.88,98.29,293.54,151.49,364.87,427.93,357.44,318.64,556.43,474.85,678.31,769.89,blue,NV
V_6-frame139.jpg,142.04,120.42,232.31,261.26,375.7,427.93,235,254.06,461.98,581.36,469.67,769.89,lime,V
V_6-frame139.jpg,105.55,118.66,220.91,266.36,380.74,446.38,377.07,376.94,578.83,602.49,739.66,791.96,red,NV
V_1-frame1.jpg,96.77,72.01,222.28,136.34,171.56,183.22,329,306.23,495.53,508.87,713.24,769.89,blue,NV
V_1-frame1.jpg,71.01,74.63,223.89,219.74,335.95,336.92,352,347.91,548.94,496.52,713.24,769.89,lime,NV
V_1-frame4.jpg,96.77,72.01,222.28,136.34,171.56,183.22,329,306.23,495.53,508.87,713.24,769.89,blue,NV
V_1-frame4.jpg,71.01,74.63,223.89,220.59,335.95,336.92,352,347.91,548.94,496.52,713.24,769.89,lime,NV
V_1-frame6.jpg,96.77,95.8,222.28,136.34,171.29,183.86,329,326.67,495.49,508.87,713.24,769.89,blue,NV
V_1-frame6.jpg,75.58,92.01,229.27,261.26,313.38,427.93,329,327.03,558.4,581.36,713.24,769.89,lime,NV
V_1-frame9.jpg,95.8,95.8,222.28,136.34,171.29,183.86,329,307.16,495.49,514.15,713.24,769.89,blue,NV
V_1-frame9.jpg,74.33,94.83,222.95,261.26,320.41,427.93,329,326.67,558.4,581.36,713.24,769.89,lime,NV
V_1-frame21.jpg,74.33,84.88,283,261.26,326.72,427.93,352.69,305.31,558.4,581.36,713.24,769.89,blue,V
V_1-frame21.jpg,93.02,95.57,240.39,148.84,191.6,197.28,350,326.67,516.51,529.32,713.24,769.89,lime,NV
V_1-frame22.jpg,74.33,84.88,283,261.26,326.72,427.93,352.69,305.31,558.4,581.36,713.24,769.89,blue,V
V_1-frame22.jpg,93.02,95.57,240.39,148.84,191.6,197.28,350,326.67,516.51,529.32,713.24,769.89,lime,NV
V_1-frame24.jpg,66.48,83.49,214.13,261.26,307.09,427.93,329,297.57,503.66,581.36,713.24,769.89,blue,V
V_1-frame24.jpg,93.02,95.8,240.39,149.46,192.82,198.7,328.81,326.67,517.51,530.3,713.24,769.89,lime,NV
V_1-frame27.jpg,53.71,84.31,221.43,261.26,364.87,427.93,351,340.24,525.48,530.3,713.24,769.89,blue,V
V_1-frame27.jpg,94.01,96.77,251.84,134.36,188.66,183.74,328.81,319.45,517.51,525.84,713.24,769.89,lime,NV
V_1-frame33.jpg,66.47,84.88,221.43,261.26,364.87,427.93,330.8,326.67,504.03,581.36,713.24,769.89,blue,V
V_1-frame33.jpg,95.57,74.63,221.76,151.49,171.56,199.41,329,327.6,518,536.33,713.24,769.89,lime,NV
V_1-frame35.jpg,66.47,84.88,221.43,261.26,364.87,427.93,330.8,326.67,504.03,581.36,713.24,769.89,blue,V
V_1-frame35.jpg,95.57,74.63,221.76,151.49,171.56,199.41,329,327.6,518,536.33,713.24,769.89,lime,NV
V_1-frame36.jpg,66.47,98.99,221.43,261.26,364.87,427.93,350.75,325.74,525.66,535.88,713.24,769.89,blue,V
V_1-frame36.jpg,94.59,71.03,222.81,149.31,171.29,198.7,330,327.25,519,537.29,713.24,769.89,lime,NV
V_1-frame41.jpg,67.18,84.31,180.43,150.24,274.91,221.43,306.01,305.69,504.22,515.24,713.24,769.89,blue,V
V_1-frame41.jpg,74.04,71.01,234.61,149.31,364.87,183.74,330,327.6,519,537.81,713.24,769.89,lime,NV
V_1-frame49.jpg,85.7,115.8,260.91,178.71,335.11,190.28,305,275.28,558.4,581.36,713.24,769.89,blue,V
V_1-frame49.jpg,71.01,93.01,247.98,183.86,148.31,189.03,329.87,315.29,520.13,514.69,713.24,769.89,lime,NV
V_1-frame50.jpg,85.7,115.8,260.91,178.71,335.11,190.28,305,275.28,558.4,581.36,713.24,769.89,blue,V
V_1-frame50.jpg,71.01,93.01,247.98,183.86,148.31,189.03,329.87,315.29,520.13,514.69,713.24,769.89,lime,NV
V_1-frame56.jpg,73.38,83.22,83.49,199.67,364.87,235.23,312.93,317.83,507.67,519.51,713.24,769.89,blue,NV
V_1-frame60.jpg,74.63,96.3,252.94,212.48,282,239.46,318.5,315.83,498.41,517.29,713.24,769.89,blue,NV
V_1-frame60.jpg,51.88,66.48,188.53,261.26,364.87,427.93,258.21,221.05,558.4,581.36,713.24,769.89,lime,V
V_1-frame67.jpg,74.95,95.08,232.8,189,281.01,232.31,304.38,299.11,476.83,517.15,713.24,769.89,blue,NV
V_1-frame67.jpg,53.67,74,163,261.26,364.87,427.93,304.87,267.59,470.51,423.52,713.24,769.89,lime,V
V_1-frame71.jpg,74.95,74,221.43,189.4,364.87,239.52,284.2,282.6,473.16,514.37,713.24,769.89,blue,NV
V_1-frame71.jpg,71.78,53.23,141,261.26,365.17,427.93,283.11,266.1,447,408.89,713.24,769.89,lime,V
V_1-frame73.jpg,83.22,74.33,221.43,189.17,364.87,234.02,276.28,287.72,465.65,515.01,713.24,769.89,blue,NV
V_1-frame73.jpg,52.8,35.36,143.85,261.26,364.87,427.93,283.11,450.06,448,581.36,713.24,769.89,lime,V
V_1-frame74.jpg,82.38,74.33,221.43,189.17,364.87,233.21,276.28,287.72,465.65,515.01,713.24,769.89,blue,NV
V_1-frame74.jpg,52.8,35.36,143.85,261.26,364.87,427.93,283.11,450.06,448,581.36,713.24,769.89,lime,V
V_1-frame76.jpg,65.76,53.67,221.43,187.42,364.87,219.74,252.67,253.78,455.7,483.23,713.24,769.89,blue,NV
V_1-frame76.jpg,81.54,53.24,138.06,261.26,74.67,427.93,264.39,399.53,425,581.36,713.24,769.89,lime,V
V_1-frame83.jpg,73.38,74,235.23,261.26,346.71,427.93,253.48,189.53,426.49,581.36,713.24,769.89,blue,V
V_1-frame89.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame90.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame91.jpg,74.33,74,211,261.26,335.18,427.93,252.73,188.01,402.75,581.36,713.24,769.89,blue,V
V_1-frame98.jpg,74,84.6,213.24,117,320.71,427.93,242.14,268.31,384.07,508.11,713.24,769.89,blue,V
V_1-frame99.jpg,74,84.6,213.24,117,320.71,427.93,242.14,268.31,384.07,508.11,713.24,769.89,blue,V
V_1-frame100.jpg,49.04,96.05,233,138.57,346.7,427.93,261.17,214.22,399.72,581.36,713.24,769.89,blue,V
